subject,idna_subject,expiration_date,epoch
zononi.com,zononi.com,20-oct-2021,1634688000.0
zoonoapt.net,zoonoapt.net,28-feb-2022,1646006400.0
zoteromedia.com,zoteromedia.com,03-nov-2021,1635897600.0
zugnogne.com,zugnogne.com,28-jul-2021,1627430400.0
zukxd6fkxqn.com,zukxd6fkxqn.com,02-aug-2021,1627862400.0
zuzodoad.com,zuzodoad.com,07-apr-2022,1649289600.0
zybxchina.com,zybxchina.com,17-apr-2022,1650153600.0
zymro.com,zymro.com,29-may-2022,1653782400.0
zzword.com,zzword.com,09-mar-2022,1646784000.0
funilrys.com,funilrys.com,20-nov-2021,1637366400.0
mypdns.org,mypdns.org,04-oct-2028,1854230400.0
ubuntu101.co.za,ubuntu101.co.za,21-jul-2021,1626825600.0
firebog.net,firebog.net,24-jun-2022,1656028800.0
adamwarner.co.uk,adamwarner.co.uk,18-oct-2021,1634515200.0
adblockplus.org,adblockplus.org,09-jun-2021,1623196800.0
asciinema.org,asciinema.org,20-sep-2021,1632096000.0
play-bow.net,play-bow.net,07-jun-2021,1623024000.0
dnspython.org,dnspython.org,28-may-2022,1653696000.0
codecalamity.com,codecalamity.com,09-dec-2021,1639008000.0
tartley.com,tartley.com,01-jul-2021,1625097600.0
terminalizer.com,terminalizer.com,21-apr-2022,1650499200.0
pi-hole.net,pi-hole.net,20-mar-2024,1710892800.0
publicsuffix.org,publicsuffix.org,08-mar-2023,1678233600.0
saurabh-kumar.com,saurabh-kumar.com,21-feb-2022,1645401600.0
yaml.org,yaml.org,05-jan-2030,1893801600.0
example.net,example.net,30-aug-2021,1630281600.0
example.com,example.com,13-aug-2021,1628812800.0
xn--discrd-zxa.com,xn--discrd-zxa.com,14-aug-2021,1628899200.0
xn--disordapp-s3a.com,xn--disordapp-s3a.com,13-jun-2021,1623542400.0
apple.com,apple.com,20-feb-2022,1645315200.0
1ts18.top,1ts18.top,28-jan-2022,1643328000.0
22pixx.xyz,22pixx.xyz,13-jun-2022,1655078400.0
24log.com,24log.com,26-may-2024,1716681600.0
24log.fr,24log.fr,01-jun-2023,1685577600.0
24log.it,24log.it,04-oct-2021,1633305600.0
24log.ru,24log.ru,03-nov-2021,1635897600.0
4dsply.com,4dsply.com,10-apr-2026,1775779200.0
4seeresults.com,4seeresults.com,13-jul-2023,1689206400.0
goetime.com,goetime.com,22-may-2022,1653177600.0
hotels.com,hotels.com,31-mar-2022,1648684800.0
isonomia.com.ar,isonomia.com.ar,19-dec-2021,1639872000.0
matomo.org,matomo.org,08-sep-2026,1788825600.0
mouseflow.com,mouseflow.com,06-jun-2024,1717632000.0
mparticle.com,mparticle.com,02-jul-2022,1656720000.0
opinionstage.com,opinionstage.com,15-jan-2024,1705276800.0
presage.io,presage.io,01-may-2022,1651363200.0
recaptcha.net,recaptcha.net,06-jan-2022,1641427200.0
rettighedsalliancen.dk,rettighedsalliancen.dk,30-sep-2021,1632960000.0
sift.com,sift.com,18-aug-2023,1692316800.0
siftscience.com,siftscience.com,08-jun-2021,1623110400.0
usaa.com,usaa.com,01-dec-2021,1638316800.0
use-application-dns.net,use-application-dns.net,04-jul-2022,1656892800.0
youboranqs01.com,youboranqs01.com,10-dec-2021,1639094400.0
github.com,github.com,09-oct-2022,1665273600.0
0--0--0.info,0--0--0.info,30-nov-2021,1638230400.0
0-0-----------------------------------------------------------0.com,0-0-----------------------------------------------------------0.com,09-sep-2021,1631145600.0
0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-0-0-0-0-0-0-0-0.info,0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-0-0-0-0-0-0-0-0.info,26-oct-2021,1635206400.0
0-0-0-0-0-0-0-0-0-0-0-0-0-33-0-0-0-0-0-0-0-0-0-0-0-0-0.info,0-0-0-0-0-0-0-0-0-0-0-0-0-33-0-0-0-0-0-0-0-0-0-0-0-0-0.info,26-oct-2021,1635206400.0
0-07.ru,0-07.ru,23-aug-2021,1629676800.0
0-200.com,0-200.com,09-sep-2021,1631145600.0
0-29.com,0-29.com,25-dec-2021,1640390400.0
0-b.org,0-b.org,28-apr-2022,1651104000.0
0-baise-amateur.com,0-baise-amateur.com,07-dec-2021,1638835200.0
0-day.us,0-day.us,24-jan-2022,1642982400.0
0-dix.com,0-dix.com,29-apr-2022,1651190400.0
0-google.com,0-google.com,26-jan-2022,1643155200.0
0-livechatlady.com,0-livechatlady.com,19-jun-2021,1624060800.0
0-salope-rousse.com,0-salope-rousse.com,06-may-2022,1651795200.0
0-shop.com,0-shop.com,21-nov-2021,1637452800.0
0-z.com,0-z.com,11-jul-2028,1846886400.0
00-01.info,00-01.info,09-aug-2021,1628467200.0
00-44.com,00-44.com,09-apr-2022,1649462400.0
00-gay.com,00-gay.com,04-may-2022,1651622400.0
00-lawyer.com,00-lawyer.com,28-may-2022,1653696000.0
00-mail.net,00-mail.net,18-may-2022,1652832000.0
000-sex.com,000-sex.com,04-may-2022,1651622400.0
00000nwebcamnow.com,00000nwebcamnow.com,30-jul-2024,1722297600.0
0000114.com,0000114.com,10-nov-2021,1636502400.0
0001casino.com,0001casino.com,26-mar-2022,1648252800.0
00043138.com,00043138.com,04-nov-2022,1667520000.0
0005.us,0005.us,12-sep-2021,1631404800.0
00053138.com,00053138.com,04-nov-2022,1667520000.0
00056789.com,00056789.com,28-may-2022,1653696000.0
00063138.com,00063138.com,04-nov-2022,1667520000.0
00093138.com,00093138.com,04-nov-2022,1667520000.0
000babes.com,000babes.com,26-may-2022,1653523200.0
000dvd.com,000dvd.com,16-oct-2021,1634342400.0
000free.us,000free.us,04-feb-2022,1643932800.0
000freeproxy.com,000freeproxy.com,28-jan-2022,1643328000.0
000iblogchix.blogspot.com.br,000iblogchix.blogspot.com.br,05-dec-2021,1638662400.0
000iblogchix.blogspot.rs,000iblogchix.blogspot.rs,10-mar-2022,1646870400.0
000iblogchix.blogspot.si,000iblogchix.blogspot.si,23-jul-2021,1626998400.0
000porn.com,000porn.com,18-may-2022,1652832000.0
000pussy69pornxxxporno.com,000pussy69pornxxxporno.com,24-may-2022,1653350400.0
000relationships.com,000relationships.com,22-may-2023,1684713600.0
000sexe.com,000sexe.com,25-jun-2022,1656115200.0
000turtali4.email,000turtali4.email,11-jan-2022,1641859200.0
000webhost.info,000webhost.info,05-sep-2021,1630800000.0
000youtube.com,000youtube.com,30-jun-2021,1625011200.0
001002.xyz,001002.xyz,12-sep-2021,1631404800.0
00101001.com,00101001.com,03-may-2022,1651536000.0
001am.com,001am.com,10-apr-2022,1649548800.0
001games.com,001games.com,01-oct-2021,1633046400.0
001host.net,001host.net,16-dec-2021,1639612800.0
001kanpou.com,001kanpou.com,10-dec-2021,1639094400.0
001londonescorts.com,001londonescorts.com,13-jul-2022,1657670400.0
001return.com,001return.com,05-dec-2021,1638662400.0
001wen.com,001wen.com,08-apr-2022,1649376000.0
001www.com,001www.com,08-oct-2021,1633651200.0
001xx.com,001xx.com,25-jan-2022,1643068800.0
001xxx.com,001xxx.com,08-mar-2022,1646697600.0
001y.com,001y.com,04-nov-2021,1635984000.0
002.sh.cn,002.sh.cn,08-mar-2022,1646697600.0
0020proxy.info,0020proxy.info,30-nov-2021,1638230400.0
002le.com,002le.com,06-sep-2021,1630886400.0
003-pc.ru,003-pc.ru,12-dec-2021,1639267200.0
003689.com,003689.com,14-nov-2021,1636848000.0
003999.cc,003999.cc,12-sep-2021,1631404800.0
003mmmm.com,003mmmm.com,25-nov-2021,1637798400.0
0043138.com,0043138.com,04-nov-2022,1667520000.0
0053138.com,0053138.com,04-nov-2022,1667520000.0
006.co.il,006.co.il,06-mar-2022,1646524800.0
0063138.com,0063138.com,04-nov-2022,1667520000.0
0069.info,0069.info,22-nov-2021,1637539200.0
0069sexshop.com.ar,0069sexshop.com.ar,06-jan-2022,1641427200.0
006a039c957c142bb.com,006a039c957c142bb.com,31-jul-2021,1627689600.0
007-dvd.com,007-dvd.com,29-oct-2021,1635465600.0
0073138.com,0073138.com,04-nov-2022,1667520000.0
007adulthosting.com,007adulthosting.com,02-nov-2021,1635811200.0
007adulthosting.net,007adulthosting.net,15-nov-2021,1636934400.0
007amateurs.com,007amateurs.com,05-aug-2021,1628121600.0
007angels.com,007angels.com,14-may-2022,1652486400.0
007annuaire.com,007annuaire.com,18-dec-2021,1639785600.0
007arcadegames.com,007arcadegames.com,07-nov-2021,1636243200.0
007b.info,007b.info,25-jul-2021,1627171200.0
007celeb.com,007celeb.com,05-nov-2021,1636070400.0
007ch.com,007ch.com,10-jul-2022,1657411200.0
007dating.com,007dating.com,02-dec-2021,1638403200.0
007escorts.co.uk,007escorts.co.uk,09-jan-2022,1641686400.0
007footfetish.com,007footfetish.com,13-nov-2021,1636761600.0
007freepics.com,007freepics.com,30-dec-2021,1640822400.0
007gayboys.com,007gayboys.com,20-oct-2021,1634688000.0
007girl.com,007girl.com,03-jan-2022,1641168000.0
007guard.com,007guard.com,22-aug-2021,1629590400.0
007heaven.com,007heaven.com,27-aug-2021,1630022400.0
007hertfordshire-escorts.com,007hertfordshire-escorts.com,08-apr-2022,1649376000.0
007koreangirls.com,007koreangirls.com,24-jun-2021,1624492800.0
007lingerie.com,007lingerie.com,30-may-2022,1653868800.0
007milf.com,007milf.com,04-oct-2021,1633305600.0
007porn.com,007porn.com,04-feb-2022,1643932800.0
007pornvideos.com,007pornvideos.com,20-jul-2021,1626739200.0
007sexshop.com.ar,007sexshop.com.ar,11-aug-2021,1628640000.0
007sexshop.com.br,007sexshop.com.br,19-sep-2021,1632009600.0
007sexy.com,007sexy.com,28-sep-2021,1632787200.0
007shemales.com,007shemales.com,06-nov-2021,1636156800.0
007sites.com,007sites.com,08-jan-2022,1641600000.0
007story.com,007story.com,16-jan-2022,1642291200.0
007surfing.com,007surfing.com,24-mar-2022,1648080000.0
0085256969.blogspot.com.br,0085256969.blogspot.com.br,05-dec-2021,1638662400.0
0085256969.blogspot.rs,0085256969.blogspot.rs,10-mar-2022,1646870400.0
0085256969.blogspot.si,0085256969.blogspot.si,23-jul-2021,1626998400.0
008753331120.com,008753331120.com,05-may-2022,1651708800.0
008k.com,008k.com,12-oct-2024,1728691200.0
00aaa2d81c1d174.com,00aaa2d81c1d174.com,26-jul-2021,1627257600.0
00ae8b5a9c1d597.com,00ae8b5a9c1d597.com,31-may-2022,1653955200.0
00artoferotica.com,00artoferotica.com,17-dec-2021,1639699200.0
00author.com,00author.com,13-mar-2022,1647129600.0
00bloggers.ru,00bloggers.ru,22-nov-2021,1637539200.0
00buck.com,00buck.com,04-sep-2021,1630713600.0
00ddns-urlonmicrosoft-net.com,00ddns-urlonmicrosoft-net.com,30-sep-2021,1632960000.0
00escorts.com,00escorts.com,08-sep-2021,1631059200.0
00extreme.com,00extreme.com,19-sep-2021,1632009600.0
00fun.com,00fun.com,05-aug-2023,1691193600.0
00game.net,00game.net,30-may-2022,1653868800.0
00go.com,00go.com,22-mar-2022,1647907200.0
00h10.com,00h10.com,28-apr-2022,1651104000.0
00hahh.com,00hahh.com,26-mar-2022,1648252800.0
00hq.com,00hq.com,28-dec-2021,1640649600.0
00inkjets.com,00inkjets.com,02-dec-2021,1638403200.0
00it.com,00it.com,13-mar-2022,1647129600.0
00l.com,00l.com,27-sep-2023,1695772800.0
00o.info,00o.info,30-jan-2023,1675036800.0
00obstinada.email,00obstinada.email,14-apr-2022,1649894400.0
00rfs.com,00rfs.com,04-nov-2021,1635984000.0
00sex.net,00sex.net,14-aug-2021,1628899200.0
00sexus.com,00sexus.com,01-feb-2022,1643673600.0
00sexxx.com,00sexxx.com,26-nov-2021,1637884800.0
00spyware00.com,00spyware00.com,22-sep-2021,1632268800.0
00webcams.com,00webcams.com,21-jan-2022,1642723200.0
00webcamsex.com,00webcamsex.com,03-dec-2022,1670025600.0
00xxx.com,00xxx.com,02-oct-2021,1633132800.0
00zero.co.uk,00zero.co.uk,30-dec-2021,1640822400.0
01-18ansanal.blogspot.com.br,01-18ansanal.blogspot.com.br,05-dec-2021,1638662400.0
01-18ansanal.blogspot.rs,01-18ansanal.blogspot.rs,10-mar-2022,1646870400.0
01-18ansanal.blogspot.si,01-18ansanal.blogspot.si,23-jul-2021,1626998400.0
01-49.com,01-49.com,10-feb-2022,1644451200.0
01-a-life-ft.com,01-a-life-ft.com,06-oct-2021,1633478400.0
01-casino.com,01-casino.com,28-sep-2022,1664323200.0
01-edito-atf-laplacemedia-7.fr,01-edito-atf-laplacemedia-7.fr,25-sep-2021,1632528000.0
01-sex-amateur.info,01-sex-amateur.info,01-jul-2021,1625097600.0
01-stars.com,01-stars.com,29-sep-2021,1632873600.0
01-xxx.com,01-xxx.com,03-sep-2021,1630627200.0
0101011.com,0101011.com,06-jul-2021,1625529600.0
0101footworld.com,0101footworld.com,27-dec-2022,1672099200.0
010402.com,010402.com,30-jul-2021,1627603200.0
010lh.com,010lh.com,20-jul-2021,1626739200.0
0111.info,0111.info,23-jun-2021,1624406400.0
0111.org,0111.org,31-mar-2022,1648684800.0
01113138.com,01113138.com,04-nov-2022,1667520000.0
0111xsj.com,0111xsj.com,05-nov-2021,1636070400.0
01123.ru,01123.ru,15-jan-2022,1642204800.0
011adult.com,011adult.com,06-feb-2022,1644105600.0
011bank.com,011bank.com,22-jul-2021,1626912000.0
011x.cn,011x.cn,24-apr-2022,1650758400.0
01233138.com,01233138.com,04-nov-2022,1667520000.0
012345bet.com,012345bet.com,28-feb-2022,1646006400.0
012469af389a1d1246d.com,012469af389a1d1246d.com,31-jul-2021,1627689600.0
0127538a552.com,0127538a552.com,24-oct-2021,1635033600.0
012sex.com,012sex.com,03-sep-2021,1630627200.0
0137.net,0137.net,13-jan-2022,1642032000.0
014.ca,014.ca,19-nov-2021,1637280000.0
0141design.co.uk,0141design.co.uk,30-jan-2023,1675036800.0
0141yo.com,0141yo.com,18-jun-2022,1655510400.0
015contatomarcos.trade,015contatomarcos.trade,20-apr-2022,1650412800.0
016.ru,016.ru,16-may-2022,1652659200.0
016sex.com,016sex.com,07-jul-2022,1657152000.0
017gj.com,017gj.com,03-mar-2023,1677801600.0
018.us,018.us,06-jul-2021,1625529600.0
0180-telefonsex.net,0180-telefonsex.net,15-mar-2022,1647302400.0
01800.blogspot.com.br,01800.blogspot.com.br,05-dec-2021,1638662400.0
01800.blogspot.rs,01800.blogspot.rs,10-mar-2022,1646870400.0
01800.blogspot.si,01800.blogspot.si,23-jul-2021,1626998400.0
0190-dialer.com,0190-dialer.com,03-mar-2022,1646265600.0
0190-livesex.com,0190-livesex.com,10-aug-2021,1628553600.0
01aa.com,01aa.com,07-jul-2021,1625616000.0
01adult.net,01adult.net,20-oct-2021,1634688000.0
01amour.com,01amour.com,11-may-2022,1652227200.0
01apple.com,01apple.com,20-dec-2022,1671494400.0
01asiasex.com,01asiasex.com,25-mar-2022,1648166400.0
01babes.com,01babes.com,03-mar-2022,1646265600.0
01cn.net,01cn.net,10-may-2022,1652140800.0
01crypto.net,01crypto.net,28-feb-2022,1646006400.0
01domain.com,01domain.com,02-oct-2021,1633132800.0
01education.com,01education.com,13-sep-2022,1663027200.0
01ep.com,01ep.com,14-jul-2022,1657756800.0
01fragments.blogspot.com.br,01fragments.blogspot.com.br,05-dec-2021,1638662400.0
01fragments.blogspot.rs,01fragments.blogspot.rs,10-mar-2022,1646870400.0
01fragments.blogspot.si,01fragments.blogspot.si,23-jul-2021,1626998400.0
01g.info,01g.info,09-jun-2025,1749427200.0
01hot.com,01hot.com,27-dec-2021,1640563200.0
01jud3v55z.com,01jud3v55z.com,14-mar-2022,1647216000.0
01kao.com,01kao.com,09-apr-2022,1649462400.0
01l.xyz,01l.xyz,11-may-2022,1652227200.0
01lm.com,01lm.com,18-apr-2026,1776470400.0
01lombard.ru,01lombard.ru,13-may-2022,1652400000.0
01porno.com,01porno.com,06-sep-2021,1630886400.0
01proxy.com,01proxy.com,07-sep-2021,1630972800.0
01sex.com,01sex.com,16-mar-2022,1647388800.0
01sexcam.com,01sexcam.com,06-apr-2022,1649203200.0
01sexcams.com,01sexcams.com,01-sep-2021,1630454400.0
01sexe.com,01sexe.com,13-jun-2022,1655078400.0
01sexnet.com,01sexnet.com,07-mar-2022,1646611200.0
01tgp.com,01tgp.com,26-dec-2021,1640476800.0
01videos.com,01videos.com,30-may-2022,1653868800.0
02-a-life-ft.com,02-a-life-ft.com,06-oct-2021,1633478400.0
02-analsexvideobbwporn.blogspot.com.br,02-analsexvideobbwporn.blogspot.com.br,05-dec-2021,1638662400.0
02-analsexvideobbwporn.blogspot.rs,02-analsexvideobbwporn.blogspot.rs,10-mar-2022,1646870400.0
02-analsexvideobbwporn.blogspot.si,02-analsexvideobbwporn.blogspot.si,23-jul-2021,1626998400.0
02-billing-support.org,02-billing-support.org,13-feb-2022,1644710400.0
02-lyceennesalope.blogspot.com.br,02-lyceennesalope.blogspot.com.br,05-dec-2021,1638662400.0
02-lyceennesalope.blogspot.rs,02-lyceennesalope.blogspot.rs,10-mar-2022,1646870400.0
02-lyceennesalope.blogspot.si,02-lyceennesalope.blogspot.si,23-jul-2021,1626998400.0
02-vieillesalopevideo.blogspot.com.br,02-vieillesalopevideo.blogspot.com.br,05-dec-2021,1638662400.0
02-vieillesalopevideo.blogspot.rs,02-vieillesalopevideo.blogspot.rs,10-mar-2022,1646870400.0
02-vieillesalopevideo.blogspot.si,02-vieillesalopevideo.blogspot.si,23-jul-2021,1626998400.0
02-wiadomosci.com.pl,02-wiadomosci.com.pl,20-jul-2021,1626739200.0
0203.info,0203.info,27-nov-2021,1637971200.0
0204story.com,0204story.com,15-aug-2021,1628985600.0
0207ids.com,0207ids.com,02-jul-2021,1625184000.0
020920j.com,020920j.com,02-sep-2021,1630540800.0
020zz.com,020zz.com,27-aug-2021,1630022400.0
02192020.com,02192020.com,29-mar-2022,1648512000.0
021shanghaitan.com,021shanghaitan.com,14-jul-2022,1657756800.0
021yuju.com,021yuju.com,12-mar-2022,1647043200.0
0222.org,0222.org,29-sep-2021,1632873600.0
023hysj.com,023hysj.com,13-mar-2022,1647129600.0
0240.org,0240.org,21-oct-2021,1634774400.0
024fpv.com,024fpv.com,09-aug-2021,1628467200.0
024xuyisheng.com,024xuyisheng.com,04-may-2022,1651622400.0
025sn.com,025sn.com,29-mar-2023,1680048000.0
0270.org,0270.org,09-jan-2022,1641686400.0
027i.com,027i.com,03-may-2022,1651536000.0
027sn.com,027sn.com,16-jul-2022,1657929600.0
027yunwu.com,027yunwu.com,11-may-2022,1652227200.0
028-dj.com,028-dj.com,31-mar-2022,1648684800.0
028cdxyk.com,028cdxyk.com,11-mar-2022,1646956800.0
028happy.com,028happy.com,19-sep-2021,1632009600.0
028lang.com,028lang.com,14-may-2022,1652486400.0
028xmz.com,028xmz.com,24-jul-2021,1627084800.0
029999.com,029999.com,26-aug-2021,1629936000.0
029cheers.com,029cheers.com,03-may-2022,1651536000.0
029renai.com,029renai.com,13-dec-2021,1639353600.0
029smt.com,029smt.com,13-mar-2022,1647129600.0
02aa19117f396e9.com,02aa19117f396e9.com,23-jun-2022,1655942400.0
02b5da94a2bd4aea.com,02b5da94a2bd4aea.com,22-may-2022,1653177600.0
02feb02.com,02feb02.com,16-mar-2022,1647388800.0
02ip.ru,02ip.ru,14-sep-2021,1631577600.0
02rc.biz,02rc.biz,30-nov-2021,1638230400.0
02sex.com,02sex.com,08-may-2022,1651968000.0
02xxx.com,02xxx.com,02-sep-2021,1630540800.0
03-a-life-ft.com,03-a-life-ft.com,06-oct-2021,1633478400.0
03.by,03.by,15-apr-2022,1649980800.0
030sn.com,030sn.com,22-dec-2021,1640131200.0
0315tst.com,0315tst.com,26-sep-2021,1632614400.0
0318smartoffice.com,0318smartoffice.com,06-mar-2022,1646524800.0
032439.com,032439.com,28-dec-2021,1640649600.0
0331.info,0331.info,19-mar-2022,1647648000.0
03333138.com,03333138.com,04-nov-2022,1667520000.0
03550e.com,03550e.com,03-mar-2022,1646265600.0
0377.wang,0377.wang,31-oct-2022,1667174400.0
0383.org,0383.org,16-may-2022,1652659200.0
039026.com,039026.com,04-aug-2021,1628035200.0
039574501.com,039574501.com,07-dec-2023,1701907200.0
039ad0897e6da.com,039ad0897e6da.com,03-oct-2021,1633219200.0
03e.info,03e.info,12-may-2022,1652313600.0
03films-allopass.blogspot.com.br,03films-allopass.blogspot.com.br,05-dec-2021,1638662400.0
03films-allopass.blogspot.rs,03films-allopass.blogspot.rs,10-mar-2022,1646870400.0
03films-allopass.blogspot.si,03films-allopass.blogspot.si,23-jul-2021,1626998400.0
03g.net,03g.net,19-oct-2021,1634601600.0
03p.info,03p.info,05-mar-2022,1646438400.0
03sex.com,03sex.com,10-mar-2022,1646870400.0
03ty.com,03ty.com,11-may-2022,1652227200.0
03vologda.ru,03vologda.ru,26-jun-2022,1656201600.0
04-a-life-ft.com,04-a-life-ft.com,06-oct-2021,1633478400.0
04-adult-dvds.com,04-adult-dvds.com,02-jul-2021,1625184000.0
0400msc.com,0400msc.com,17-apr-2022,1650153600.0
0404.info,0404.info,27-oct-2021,1635292800.0
04081950.top,04081950.top,27-dec-2021,1640563200.0
04084.cn,04084.cn,17-jul-2021,1626480000.0
040920b.com,040920b.com,04-sep-2021,1630713600.0
0419f.com,0419f.com,07-nov-2021,1636243200.0
041vip.com.br,041vip.com.br,04-dec-2023,1701648000.0
0427d7.se,0427d7.se,10-may-2023,1683676800.0
042techsupport.com,042techsupport.com,26-jan-2022,1643155200.0
0446.org,0446.org,21-oct-2021,1634774400.0
0451mt.com,0451mt.com,16-jul-2021,1626393600.0
0452ddh.com,0452ddh.com,05-feb-2022,1644019200.0
0459js.com,0459js.com,29-jul-2021,1627516800.0
0472js.com,0472js.com,14-jul-2021,1626220800.0
047688888.com,047688888.com,30-aug-2021,1630281600.0
048d36793b8.com,048d36793b8.com,14-nov-2021,1636848000.0
0494.org,0494.org,07-jul-2021,1625616000.0
05-a-life-ft.com,05-a-life-ft.com,06-oct-2021,1633478400.0
050y9lhe8p.com,050y9lhe8p.com,28-may-2022,1653696000.0
0511zfhl.com,0511zfhl.com,15-jan-2022,1642204800.0
0512dn.com,0512dn.com,27-nov-2022,1669507200.0
0512px.net,0512px.net,16-aug-2021,1629072000.0
0516pcw.com,0516pcw.com,23-mar-2022,1647993600.0
0517.org,0517.org,10-jan-2022,1641772800.0
0523st.com,0523st.com,10-feb-2022,1644451200.0
0527zp.com,0527zp.com,06-jun-2025,1749168000.0
0532dna.com,0532dna.com,26-jul-2022,1658793600.0
0532fw.com,0532fw.com,22-sep-2021,1632268800.0
0532lx.com,0532lx.com,21-aug-2021,1629504000.0
0533f.cn,0533f.cn,03-oct-2021,1633219200.0
0538ly.cn,0538ly.cn,27-may-2022,1653609600.0
0542227333.com,0542227333.com,20-aug-2021,1629417600.0
0551fs.com,0551fs.com,18-mar-2022,1647561600.0
05553138.com,05553138.com,04-nov-2022,1667520000.0
055pk.com,055pk.com,23-aug-2021,1629676800.0
05673138.com,05673138.com,04-nov-2022,1667520000.0
0571jjw.com,0571jjw.com,24-mar-2022,1648080000.0
0571xbyy.com,0571xbyy.com,30-jul-2021,1627603200.0
0571zxw.com,0571zxw.com,02-feb-2022,1643760000.0
0579dna.cn,0579dna.cn,26-jul-2021,1627257600.0
0591234.com,0591234.com,15-jun-2023,1686787200.0
059e025e7484.com,059e025e7484.com,03-oct-2021,1633219200.0
059sexshop.com.ar,059sexshop.com.ar,11-aug-2021,1628640000.0
05ee3a24ed11df058c8.com,05ee3a24ed11df058c8.com,12-sep-2021,1631404800.0
05p.com,05p.com,16-sep-2022,1663286400.0
05tz2e9.com,05tz2e9.com,26-apr-2022,1650931200.0
05xz0h2xo799.com,05xz0h2xo799.com,26-may-2022,1653523200.0
06-a-life-ft.com,06-a-life-ft.com,06-oct-2021,1633478400.0
0600.com,0600.com,11-jan-2023,1673395200.0
0632qyw.com,0632qyw.com,25-apr-2022,1650844800.0
0633.ru,0633.ru,18-jul-2021,1626566400.0
0646.org,0646.org,07-jul-2021,1625616000.0
0663jy.com,0663jy.com,29-oct-2021,1635465600.0
0664.org,0664.org,21-oct-2021,1634774400.0
06642.ir,06642.ir,17-nov-2021,1637107200.0
0666.info,0666.info,22-nov-2021,1637539200.0
06663138.com,06663138.com,04-nov-2022,1667520000.0
0668.com,0668.com,21-dec-2022,1671580800.0
067.ru,067.ru,16-feb-2022,1644969600.0
069.cc,069.cc,01-may-2023,1682899200.0
06f09b1008ae993a5a.com,06f09b1008ae993a5a.com,23-jun-2021,1624406400.0
06image.com,06image.com,08-sep-2021,1631059200.0
06works-plus.com,06works-plus.com,25-apr-2022,1650844800.0
07-a-life-ft.com,07-a-life-ft.com,06-oct-2021,1633478400.0
070.us,070.us,28-jun-2021,1624838400.0
07176.com,07176.com,13-may-2022,1652400000.0
071899.com,071899.com,18-jul-2021,1626566400.0
0724idc.com,0724idc.com,16-dec-2021,1639612800.0
0730yys.com,0730yys.com,06-sep-2021,1630886400.0
0731yewang.cn,0731yewang.cn,25-dec-2021,1640390400.0
07353.com,07353.com,19-feb-2022,1645228800.0
0735sh.com,0735sh.com,16-oct-2021,1634342400.0
0743j.com,0743j.com,25-apr-2022,1650844800.0
0754f.cn,0754f.cn,07-nov-2021,1636243200.0
0755dnajd.com,0755dnajd.com,01-oct-2021,1633046400.0
0755jx.cn,0755jx.cn,07-oct-2023,1696636800.0
0756j.com,0756j.com,12-apr-2022,1649721600.0
07634.com,07634.com,21-sep-2021,1632182400.0
0769.it,0769.it,20-jun-2021,1624147200.0
0769ds.cn,0769ds.cn,03-jul-2022,1656806400.0
077.us,077.us,12-nov-2021,1636675200.0
07773138.com,07773138.com,04-nov-2022,1667520000.0
07893138.com,07893138.com,04-nov-2022,1667520000.0
0794.info,0794.info,28-jan-2022,1643328000.0
07949hd.com,07949hd.com,05-mar-2022,1646438400.0
0797fdc.com.cn,0797fdc.com.cn,01-apr-2022,1648771200.0
07gmail.com,07gmail.com,17-feb-2022,1645056000.0
07gzaqkoog0f0ougcp.biz,07gzaqkoog0f0ougcp.biz,15-apr-2022,1649980800.0
08-a-life-ft.com,08-a-life-ft.com,06-oct-2021,1633478400.0
0800-telefonsex.net,0800-telefonsex.net,31-jan-2022,1643587200.0
0800.info,0800.info,25-oct-2021,1635120000.0
0807ids.com,0807ids.com,10-jul-2021,1625875200.0
080804.com,080804.com,08-sep-2021,1631059200.0
081.co.uk,081.co.uk,09-oct-2021,1633737600.0
0816bvh.ru,0816bvh.ru,16-oct-2021,1634342400.0
0817ys.net,0817ys.net,13-dec-2021,1639353600.0
081910.com,081910.com,13-apr-2022,1649808000.0
0820.com,0820.com,20-jan-2024,1705708800.0
0830bbs.com,0830bbs.com,26-feb-2025,1740528000.0
0839fc.com,0839fc.com,12-aug-2021,1628726400.0
083j.com,083j.com,08-apr-2022,1649376000.0
0851sn.com,0851sn.com,04-jul-2022,1656892800.0
086pop.com,086pop.com,20-oct-2025,1760918400.0
0871ye.com,0871ye.com,13-nov-2021,1636761600.0
08819.com,08819.com,03-feb-2022,1643846400.0
0891gs.com,0891gs.com,21-jan-2022,1642723200.0
089681.com,089681.com,20-aug-2021,1629417600.0
089687.com,089687.com,20-aug-2021,1629417600.0
0898mx.com,0898mx.com,18-dec-2022,1671321600.0
08wgwg.com,08wgwg.com,06-sep-2021,1630886400.0
09-a-life-ft.com,09-a-life-ft.com,06-oct-2021,1633478400.0
0900-babes.com,0900-babes.com,13-jan-2022,1642032000.0
0900-camsex.com,0900-camsex.com,29-mar-2022,1648512000.0
0900-live.com,0900-live.com,24-jan-2022,1642982400.0
0900-livecams.com,0900-livecams.com,13-jan-2022,1642032000.0
0900-telefon-erotik.com,0900-telefon-erotik.com,15-jun-2021,1623715200.0
